Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,,UKIP,Green,BNP,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,UKIP good,UKIP bad,UKIP net,Grn good,Grn bad,Grn net,Question,Con Best PM,Lab Best PM,LD Best PM,UKIP Best PM,,Govt good,Govt bad,Govt net,Question,Con,Lab,LD,UKIP,,,,
,Sep,13-15,13/9/13,17,,ICM,Gu,32.0,0.0,36.0,1.0,14.0,0.0,-4.0,-1.0,Phone,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,15-16,15/9/13,,,YouGov,Sun,34.0,1.0,37.0,-1.0,10.0,1.0,-3.0,2.0,Internet,,12.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,16-17,16/9/13,,,YouGov,Sun,33.0,-1.0,37.0,0.0,9.0,-1.0,-4.0,-1.0,Internet,,13.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,17-18,17/9/13,,,YouGov,Sun,36.0,3.0,36.0,-1.0,10.0,1.0,0.0,4.0,Internet,,12.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,17-20,17/9/13,22,,Opinium,Ob,29.0,-1.0,36.0,1.0,7.0,0.0,-7.0,-2.0,Internet,,17.0,4.0,1.0,,,33.0,50.0,-17.0,21.0,50.0,-29.0,16.0,58.0,-42.0,,,,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Sep,18-19,18/9/13,,,YouGov,Sun,34.0,-2.0,35.0,-1.0,11.0,1.0,-1.0,-1.0,Internet,,11.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,18-19,18/9/13,20,,Populus,,33.0,0.0,39.0,-1.0,11.0,0.0,-6.0,1.0,Internet,,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,18-19,18/9/13,22,,ComRes,IoS/SM,28.0,0.0,36.0,-1.0,10.0,2.0,-8.0,1.0,Internet,,17.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,19-20,19/9/13,22,,YouGov,ST,33.0,-1.0,37.0,2.0,11.0,0.0,-4.0,-3.0,Internet,,11.0,3.0,1.0,,,40.0,54.0,-14.0,22.0,67.0,-45.0,22.0,68.0,-46.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,20-22,20/9/13,23,,Populus,,33.0,0.0,39.0,0.0,14.0,3.0,-6.0,0.0,Internet,,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,22-23,22/9/13,,,YouGov,Sun,32.0,-1.0,40.0,3.0,10.0,-1.0,-8.0,-4.0,Internet,,12.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,23-24,23/9/13,,,YouGov,Sun,34.0,2.0,39.0,-1.0,10.0,0.0,-5.0,3.0,Internet,,10.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,54.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,24-25,24/9/13,,,YouGov,Sun,32.0,-2.0,41.0,2.0,8.0,-2.0,-9.0,-4.0,Internet,,11.0,3.0,0.0,,,,,,,,,,,,,,,,,,,35,26,5,,,28.0,55.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,25-26,25/9/13,27,,Populus,,34.0,1.0,37.0,-2.0,12.0,-2.0,-3.0,3.0,Internet,,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,25-26,25/9/13,,,YouGov,Sun,33.0,1.0,40.0,-1.0,9.0,1.0,-7.0,2.0,Internet,,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,26-27,26/9/13,29,,YouGov,ST,31.0,-2.0,42.0,2.0,9.0,0.0,-11.0,-4.0,Internet,,13.0,2.0,0.0,,,38.0,57.0,-19.0,30.0,60.0,-30.0,21.0,69.0,-48.0,,,,,,,Do you think X is doing well or badly as… (LD leader),28,25,5,9,,28.0,58.0,-30.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,27-29,27/9/13,30,,Populus,,36.0,2.0,39.0,2.0,11.0,-1.0,-3.0,0.0,Internet,,7.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,27-29,27/9/13,1,,ComRes,Ind,33.0,2.0,37.0,0.0,11.0,-1.0,-4.0,2.0,Phone,,11.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,29-30,29/9/13,,,YouGov,Sun,33.0,2.0,39.0,-3.0,11.0,2.0,-6.0,5.0,Internet,,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,53.0,-21.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,30-1,30/9/13,,,YouGov,Sun,31.0,-2.0,41.0,2.0,8.0,-3.0,-10.0,-4.0,Internet,,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,58.0,-29.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,1-2,1/10/13,,,YouGov,Sun,34.0,3.0,40.0,-1.0,9.0,1.0,-6.0,4.0,Internet,,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,53.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,1-4,1/10/13,6,,Opinium,Ob,31.0,2.0,36.0,0.0,7.0,0.0,-5.0,2.0,Internet,,15.0,4.0,2.0,,,37.0,47.0,-10.0,24.0,45.0,-21.0,14.0,57.0,-43.0,,,,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Oct,2-3,2/10/13,,,YouGov,Sun,35.0,1.0,38.0,-2.0,9.0,0.0,-3.0,3.0,Internet,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,2-3,2/10/13,4,,Populus,,33.0,-3.0,38.0,-1.0,11.0,0.0,-5.0,-2.0,Internet,,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,3-4,3/10/13,6,,YouGov,ST,33.0,-2.0,38.0,0.0,11.0,2.0,-5.0,-2.0,Internet,,13.0,2.0,0.0,,,41.0,53.0,-12.0,29.0,60.0,-31.0,23.0,68.0,-45.0,,,,,,,Do you think X is doing well or badly as… (LD leader),34,25,6,,,33.0,55.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,4-6,4/10/13,7,,Populus,,33.0,0.0,40.0,2.0,10.0,-1.0,-7.0,-2.0,Internet,,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,6-7,6/10/13,,,YouGov,Sun,35.0,2.0,39.0,1.0,9.0,-2.0,-4.0,1.0,Internet,,10.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,52.0,-19.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,7-8,7/10/13,,,YouGov,Sun,33.0,-2.0,39.0,0.0,10.0,1.0,-6.0,-2.0,Internet,,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,8-9,8/10/13,,,YouGov,Sun,32.0,-1.0,38.0,-1.0,11.0,1.0,-6.0,0.0,Internet,,13.0,3.0,0.0,,,,,,,,,,,,,,,,,,,37,23,6,,,32.0,54.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,9-10,9/10/13,,,YouGov,Sun,33.0,1.0,40.0,2.0,10.0,-1.0,-7.0,-1.0,Internet,,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,9-10,9/10/13,11,,Populus,,34.0,1.0,39.0,-1.0,12.0,2.0,-5.0,2.0,Internet,,8.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,10-11,10/10/13,13,,YouGov,ST,34.0,1.0,39.0,-1.0,9.0,-1.0,-5.0,2.0,Internet,,11.0,3.0,1.0,,,41.0,52.0,-11.0,29.0,59.0,-30.0,21.0,69.0,-48.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,10-14,10/10/13,15,,TNS BMRB,,34.0,5.0,36.0,-3.0,9.0,0.0,-2.0,8.0,Internet,,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,11,11/10/13,13,,Survation,MoS,27.0,-2.0,37.0,0.0,11.0,0.0,-10.0,-2.0,Internet,GB,18.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,11-13,11/10/13,14,,Populus,,34.0,0.0,39.0,0.0,12.0,0.0,-5.0,0.0,Internet,,8.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,11-13,11/10/13,15,,ICM,Gu,34.0,2.0,38.0,2.0,12.0,-2.0,-4.0,0.0,Phone,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,12-15,12/10/13,17,,MORI,ES,35.0,1.0,35.0,-2.0,9.0,-1.0,0.0,3.0,Phone,Certain to vote,10.0,4.0,0.0,,,39.0,53.0,-14.0,36.0,49.0,-13.0,31.0,57.0,-26.0,33.0,38.0,-5.0,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,36.0,56.0,-20.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Oct,13-14,13/10/13,,,YouGov,Sun,37.0,3.0,38.0,-1.0,10.0,1.0,-1.0,4.0,Internet,,10.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,53.0,-20.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,14-15,14/10/13,,,YouGov,Sun,34.0,-3.0,39.0,1.0,9.0,-1.0,-5.0,-4.0,Internet,,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,15-16,15/10/13,,,YouGov,Sun,35.0,1.0,39.0,0.0,8.0,-1.0,-3.0,2.0,Internet,,12.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,54.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,15-18,15/10/13,20,,Opinium,Ob,27.0,-4.0,38.0,2.0,9.0,2.0,-11.0,-6.0,Internet,,17.0,4.0,0.0,,,33.0,51.0,-18.0,25.0,44.0,-19.0,16.0,59.0,-43.0,,,,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Oct,16-17,16/10/13,,,YouGov,Sun,34.0,-1.0,40.0,1.0,9.0,1.0,-6.0,-3.0,Internet,,11.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,56.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,16-17,16/10/13,18,,Populus,,33.0,-1.0,39.0,0.0,12.0,0.0,-6.0,-1.0,Internet,,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,16-18,16/10/13,20,,ComRes,IoS/SM,32.0,4.0,35.0,-1.0,9.0,-1.0,-3.0,5.0,Internet,,16.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,17-18,17/10/13,20,,YouGov,ST,33.0,-1.0,39.0,-1.0,10.0,1.0,-6.0,0.0,Internet,,11.0,2.0,1.0,,,38.0,53.0,-15.0,31.0,57.0,-26.0,20.0,68.0,-48.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,18-19,18/10/13,21,,Populus,,34.0,1.0,37.0,-2.0,14.0,2.0,-3.0,3.0,Internet,,8.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,20-21,20/10/13,,,YouGov,Sun,33.0,0.0,38.0,-1.0,9.0,-1.0,-5.0,1.0,Internet,,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,57.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,21-22,21/10/13,,,YouGov,Sun,32.0,-1.0,40.0,2.0,10.0,1.0,-8.0,-3.0,Internet,,13.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,27.0,58.0,-31.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,22-23,22/10/13,,,YouGov,Sun,32.0,0.0,39.0,-1.0,9.0,-1.0,-7.0,1.0,Internet,,11.0,3.0,1.0,,,,,,,,,,,,,,,,,,,35,24,4,,,28.0,58.0,-30.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,23-24,23/10/13,,,YouGov,Sun,32.0,0.0,38.0,-1.0,10.0,1.0,-6.0,1.0,Internet,,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,57.0,-29.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,23-24,23/10/13,25,,Populus,,34.0,0.0,39.0,2.0,11.0,-3.0,-5.0,-2.0,Internet,,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,24-25,24/10/13,27,,YouGov,ST,33.0,1.0,39.0,1.0,9.0,-1.0,-6.0,0.0,Internet,,12.0,3.0,1.0,,,36.0,58.0,-22.0,29.0,60.0,-31.0,19.0,71.0,-52.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,27.0,59.0,-32.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,25,25/10/13,27,,Survation,MoS,29.0,2.0,35.0,-2.0,12.0,1.0,-6.0,4.0,Internet,GB,17.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,25-27,25/10/13,28,,Populus,,33.0,-1.0,38.0,-1.0,12.0,1.0,-5.0,0.0,Internet,,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,25-27,25/10/13,28,,ComRes,Ind,28.0,-5.0,36.0,-1.0,11.0,0.0,-8.0,-4.0,Phone,,12.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,27-28,27/10/13,,,YouGov,Sun,31.0,-2.0,40.0,1.0,9.0,0.0,-9.0,-3.0,Internet,,12.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,28-29,28/10/13,,,YouGov,Sun,33.0,2.0,39.0,-1.0,10.0,1.0,-6.0,3.0,Internet,,11.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,29-30,29/10/13,,,YouGov,Sun,33.0,0.0,40.0,1.0,8.0,-2.0,-7.0,-1.0,Internet,,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,29-1,29/10/13,3,,Opinium,Ob,31.0,4.0,37.0,1.0,7.0,-2.0,-6.0,5.0,Internet,,16.0,3.0,2.0,,,32.0,50.0,-18.0,25.0,46.0,-21.0,13.0,59.0,-46.0,,,,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Oct,30-31,30/10/13,,,YouGov,Sun,35.0,2.0,39.0,-1.0,9.0,1.0,-4.0,3.0,Internet,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,30-31,30/10/13,1,,Populus,,33.0,0.0,40.0,2.0,11.0,-1.0,-7.0,-2.0,Internet,,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,20-1,30/10/13,,,YouGov,Progress,31.0,-4.0,41.0,2.0,8.0,-1.0,-10.0,-6.0,Internet,,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,31-1,31/10/13,3,,YouGov,ST,32.0,1.0,41.0,0.0,9.0,1.0,-9.0,1.0,Internet,,12.0,2.0,1.0,,,38.0,56.0,-18.0,30.0,58.0,-28.0,19.0,69.0,-50.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,27.0,57.0,-30.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,1-3,1/11/13,4,,Populus,,34.0,1.0,39.0,-1.0,10.0,-1.0,-5.0,2.0,Internet,,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,3-4,3/11/13,,,YouGov,Sun,33.0,1.0,40.0,-1.0,9.0,0.0,-7.0,2.0,Internet,,12.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,27.0,54.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,4-5,4/11/13,,,YouGov,Sun,34.0,1.0,40.0,0.0,8.0,-1.0,-6.0,1.0,Internet,,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,4-10,4/11/14,4-Jan,,Lord Ashcroft,,30.0,,39.0,,8.0,,-9.0,,Internet,,16.0,,,,,,,,,,,,,,,,,,,,,50,37,13,,Which of the following do you think would make the best PM?,,,,,,,,,,,,
,Nov,5-6,5/11/13,,,YouGov,Sun,33.0,-1.0,40.0,0.0,9.0,1.0,-7.0,-1.0,Internet,,12.0,3.0,0.0,,,,,,,,,,,,,,,,,,,35,24,6,,,29.0,54.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,6-7,6/11/13,,,YouGov,Sun,33.0,0.0,39.0,-1.0,10.0,1.0,-6.0,1.0,Internet,,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,6-7,6/11/13,8,,Populus,,32.0,-2.0,39.0,0.0,12.0,2.0,-7.0,-2.0,Internet,,9.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,7-8,7/11/13,10,,YouGov,ST,34.0,1.0,39.0,0.0,10.0,0.0,-5.0,1.0,Internet,,11.0,2.0,1.0,,,38.0,56.0,-18.0,30.0,58.0,-28.0,18.0,72.0,-54.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,27.0,57.0,-30.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,7-11,7/11/13,14,,TNS BMRB,,30.0,-4.0,38.0,2.0,8.0,-1.0,-8.0,-6.0,Internet,,12.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,8-10,8/11/13,11,,Populus,,31.0,-1.0,39.0,0.0,11.0,-1.0,-8.0,-1.0,Internet,,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,8-10,8/11/13,12,,ICM,Gu,30.0,-4.0,38.0,0.0,13.0,1.0,-8.0,-4.0,Phone,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,9-11,9/11/13,15,,MORI,ES,32.0,-3.0,38.0,3.0,8.0,-1.0,-6.0,-6.0,Phone,Certain to vote,8.0,7.0,1.0,,,35.0,56.0,-21.0,31.0,54.0,-23.0,22.0,65.0,-43.0,28.0,41.0,-13.0,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,29.0,60.0,-31.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Nov,10-11,10/11/13,,,YouGov,Sun,33.0,-1.0,40.0,1.0,9.0,-1.0,-7.0,-2.0,Internet,,11.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,59.0,-31.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,11-12,11/11/13,,,YouGov,Sun,32.0,-1.0,42.0,2.0,8.0,-1.0,-10.0,-3.0,Internet,,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,56.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,12-13,12/11/13,,,YouGov,Sun,31.0,-1.0,39.0,-3.0,9.0,1.0,-8.0,2.0,Internet,,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,57.0,-29.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,12-14,12/11/13,17,,Opinium,Ob,28.0,-3.0,37.0,0.0,9.0,2.0,-9.0,-3.0,Internet,,16.0,4.0,1.0,,,34.0,49.0,-15.0,23.0,45.0,-22.0,15.0,59.0,-44.0,,,,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Nov,13-14,13/11/13,,,YouGov,Sun,32.0,1.0,40.0,1.0,10.0,1.0,-8.0,0.0,Internet,,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,13-14,13/11/13,15,,Populus,,31.0,0.0,40.0,1.0,11.0,0.0,-9.0,-1.0,Internet,,10.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,13-15,13/11/13,17,,ComRes,IoS/SM,29.0,-3.0,35.0,0.0,10.0,1.0,-6.0,-3.0,Internet,,17.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,14-15,14/11/13,17,,YouGov,ST,33.0,1.0,39.0,-1.0,10.0,0.0,-6.0,2.0,Internet,,12.0,2.0,0.0,,,37.0,56.0,-19.0,28.0,60.0,-32.0,18.0,72.0,-54.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,28.0,58.0,-30.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,15-17,15/11/13,18,,Populus,,32.0,1.0,41.0,1.0,10.0,-1.0,-9.0,0.0,Internet,,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,17-18,17/11/13,,,YouGov,Sun,32.0,-1.0,39.0,0.0,11.0,1.0,-7.0,-1.0,Internet,,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,18-19,18/11/13,,,YouGov,Sun,34.0,2.0,38.0,-1.0,10.0,-1.0,-4.0,3.0,Internet,,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,19-20,19/11/13,,,YouGov,Sun,32.0,-2.0,40.0,2.0,9.0,-1.0,-8.0,-4.0,Internet,,12.0,3.0,0.0,,,,,,,,,,,,,,,,,,,34,23,5,,,28.0,56.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,20-21,20/11/13,,,YouGov,Sun,32.0,0.0,39.0,-1.0,10.0,1.0,-7.0,1.0,Internet,,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,20-21,20/11/13,22,,Populus,,33.0,1.0,38.0,-3.0,11.0,1.0,-5.0,4.0,Internet,,11.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,21-22,21/11/13,24,,YouGov,ST,33.0,1.0,40.0,1.0,9.0,-1.0,-7.0,0.0,Internet,,11.0,2.0,0.0,,,40.0,53.0,-13.0,29.0,60.0,-31.0,20.0,70.0,-50.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,21-22,21/11/13,26-Dec,,Survation,Daily Star,29.0,0.0,36.0,1.0,10.0,-2.0,-7.0,-1.0,Internet,GB,18.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,22-24,22/11/13,25,,Populus,,34.0,1.0,39.0,1.0,12.0,1.0,-5.0,0.0,Internet,,7.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,22-24,22/11/13,26,,ComRes,Ind,32.0,4.0,37.0,1.0,9.0,-2.0,-5.0,3.0,Phone,,11.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,24-25,24/11/13,,,YouGov,Sun,32.0,-1.0,40.0,0.0,10.0,1.0,-8.0,-1.0,Internet,,12.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,56.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,25-26,25/11/13,,,YouGov,Sun,32.0,0.0,39.0,-1.0,10.0,0.0,-7.0,1.0,Internet,,12.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,26-27,26/11/13,,,YouGov,Sun,32.0,0.0,39.0,0.0,10.0,0.0,-7.0,0.0,Internet,,13.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,26-29,26/11/13,1,,Opinium,Ob,28.0,0.0,35.0,-2.0,8.0,-1.0,-7.0,2.0,Internet,,19.0,4.0,1.0,,,33.0,51.0,-18.0,24.0,47.0,-23.0,14.0,60.0,-46.0,,,,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Nov,27-28,27/11/13,,,YouGov,Sun,33.0,1.0,39.0,0.0,8.0,-2.0,-6.0,1.0,Internet,,14.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,28.0,55.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Nov,27-28,27/11/13,29,,Populus,,35.0,1.0,38.0,-1.0,12.0,0.0,-3.0,2.0,Internet,,7.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
