Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,M,F,Net,Lab,,M,F,Net,LD,,M,F,Net,Con lead,,,,,Media:,BPC mbr 5,2.1  5,2.2  5,Change  5/10,Stat sig  5,Penalty -5 each,Score,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,Question,,MORI LD,YouGov LD,ICM LD,Populus LD,ComRes LD
,Apr,26-27,26/4/10,29,ComRes,ITV/Ind,36.0,3.0,37,35,2,29.0,0.0,26,32,-6,26.0,-3.0,26,25,1,7.0,3.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
9,Apr,27-28,27/4/10,29,YouGov,Sun,34.0,1.0,35,33,2,27.0,-2.0,26,28,-2,31.0,3.0,31,31,0,7.0,3.0,Internet,,,,5,0,0,10,0,-5,10,Penalty for copy based on changes within margin of error,,,,,,,,,,,,,,,,
8,Apr,28-29,28/4/10,30,YouGov,Sun,34.0,0.0,35,33,2,27.0,0.0,25,30,-5,28.0,-3.0,28,28,0,7.0,0.0,Internet,,,,n/a,,,,,,,Poll not covered as overtaken by leaders debate poll ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,28-4,28/4/10,5,Harris,Metro,36.0,2.0,,,,26.0,0.0,,,,28.0,-2.0,,,,10.0,2.0,Phone,,,,5,5,0,10,0,-5,15,"Penalty for copy based on changes within margin of error, even after allowing for overlapping fieldwork dates",,,,,,,,,,,,,,,,
7,Apr,29-30,29/4/10,1,Harris,DM,33.0,-3.0,,,,24.0,-2.0,,,,32.0,4.0,,,,9.0,-1.0,Internet,,,,5,5,0,10,0,0,20,Change figures 'wrong' but overlapping fieldwork dates for  previous Harris polls,,,,,,,,,,,,,,,,
,Apr,30,30/4/10,1,YouGov,Sun,34.0,0.0,34,33,1,28.0,1.0,28,29,-1,28.0,0.0,27,28,-1,6.0,-1.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Apr,29-30,29/4/10,2,Angus RS,S Express,35.0,2.0,36,34,2,23.0,0.0,23,23,0,29.0,-1.0,28,31,-3,12.0,2.0,Internet,,,,5,0,0,10,0,-10,5,"Double penalty: copye includes ""soaring"" for change within margin of error plus skips over LDs being in second",,,,,,,,,,,,,,,,
,Apr,29-1 ?,29/4/10,2,OnePoll,S People,30.0,-2.0,,,,21.0,-2.0,,,,32.0,0.0,,,,9.0,0.0,,,,,0,0,0,10,5,0,15,,,,,,,,,,,,,,,,,
,Apr,29-4,29/4/10,5,TNS-BMRB,,33.0,-1.0,30,36,-6,27.0,0.0,28,26,2,29.0,-1.0,31,28,3,6.0,-1.0,F2F,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Apr,30,30/4/10,2,ICM,STel,36.0,1.0,,,,29.0,3.0,,,,27.0,-3.0,,,,7.0,-2.0,Phone,,,,5,5,0,10,5,0,25,,,,,,,,,,,,,,,,,
,Apr,30-1,30/4/10,2,YouGov,ST ,35.0,1.0,32,37,-5,27.0,-1.0,26,27,-1,28.0,0.0,28,29,-1,8.0,2.0,Internet,,,,5,0,0,10,5,0,20,,58.0,36.0,22.0,33.0,63.0,-30.0,79.0,14.0,65.0,,,,,,,
,Apr,30-1,30/4/10,2,ComRes,IoS/S Mirror,38.0,2.0,35,40,-5,28.0,-1.0,28,29,-1,25.0,-1.0,26,23,3,10.0,3.0,Phone,,,,5,0,0,10,0,-5,10,Score for IoS. Penalty for highlighting a poll that was out of line with others at the time,,,,,,,,,,,,,,,,
,Apr,30-1,30/4/10,2,BPIX,MoS,34.0,0.0,,,,27.0,1.0,,,,30.0,0.0,,,,7.0,-1.0,Internet,,,,0,0,0,10,5,0,15,,,,,,,,,,,,,,,,,
,Apr,30-2,30/4/10,3,ICM,GU,33.0,-3.0,,,,28.0,-1.0,,,,28.0,1.0,,,,7.0,-2.0,Phone,,,,5,5,0,10,0,-5,15,Penalty as changes right in copy but not in graphic,,,,,,,,,,,,,,,,
,Apr,30-2,30/4/10,3,RNB,,37.0,,,,,28.0,,,,,26.0,,,,,9.0,,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Apr,30-3,30/4/10,4,Opinium,Express,33.0,-1.0,32,34,-2,28.0,3.0,28,28,0,27.0,-1.0,25,29,-4,5.0,-4.0,,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
5,May,1-2,1/5/10,3,YouGov,Sun,34.0,-1.0,34,35,-1,28.0,1.0,26,29,-3,29.0,1.0,29,28,1,5.0,-2.0,Internet,,,,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,
,May,1-2,1/5/10,4,ComRes,ITV/Ind,37.0,-1.0,38,35,3,29.0,1.0,28,30,-2,26.0,1.0,26,26,0,8.0,-2.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
4,May,2-3,2/5/10,4,YouGov,Sun,35.0,1.0,35,35,0,28.0,0.0,26,30,-4,28.0,-1.0,29,26,3,7.0,1.0,Internet,,,,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,
,May,2-3,2/5/10,5,ComRes,ITV/Ind,37.0,0.0,39,35,4,29.0,0.0,28,30,-2,26.0,0.0,26,25,1,8.0,0.0,Phone,,,,5,5,5,10,5,0,30,,,,,,,,,,,,,,,,,
3,May,3-4,3/5/10,5,YouGov,Sun,35.0,0.0,35,35,0,30.0,2.0,27,33,-6,24.0,-4.0,26,22,4,5.0,-2.0,Internet,,,,5,0,0,10,5,0,20,,,,,,,,,,,,,,,,,
,May,3-4,3/5/10,6,ICM,GU,36.0,3.0,,,,28.0,0.0,,,,26.0,-2.0,,,,8.0,3.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,May,4-5,4/5/10,5,Angus RS,PB,36.0,1.0,35,37,-2,24.0,1.0,24,23,1,29.0,0.0,28,30,-2,12.0,0.0,Internet,,,,,,,,,,,,45.0,48.0,-3.0,33.0,62.0,-29.0,58.0,32.0,26.0,Do you have a favourable or unfavourable opinion of each of the following leaders?,,,,,,
,May,4-5,4/5/10,6,Populus,TT,37.0,1.0,,,,28.0,1.0,,,,27.0,-1.0,,,,9.0,0.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,4-5,4/5/10,6,Harris,DM,35.0,2.0,33,36,-3,29.0,5.0,29,28,1,27.0,-5.0,26,28,-2,6.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,4-5,4/5/10,6,YouGov,Sun,35.0,0.0,33,37,-4,28.0,-2.0,29,28,1,28.0,4.0,28,27,1,7.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,4-5,4/5/10,6,Opinium,Express,35.0,2.0,35,35,0,27.0,-1.0,27,27,0,26.0,-1.0,24,29,-5,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,May,4-5,4/5/10,6,ComRes,ITV/Ind,37.0,0.0,39,35,4,28.0,-1.0,24,32,-8,28.0,2.0,26,29,-3,9.0,1.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,May,5,5/5/10,6,MORI,ES,36.0,0.0,34,37,-3,29.0,-1.0,26,34,-8,27.0,4.0,31,22,9,7.0,1.0,Phone,Certain to vote,,,5,5,0,10,5,-5,20,Penalty for unsourced graph which doesn't reflect published MORI figures,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,Result,,36.9,,,,,29.7,,,,,23.6,,,,,7.2,,,Note: the exit poll did not project national vote shares,,,,,,,,,,,,,,,,,,,,,,,,,,
